#,BRAND,PRODUCT NAME,CATEGORY,RETAIL PRICE (ZAR),SA MARKET PRICE (ZAR),SOURCE PRICE (USD),MAX LANDED COST (ZAR),MARGIN TIER,TARGET GM%,PRICING NOTE,SOURCE URL,DESCRIPTION,INGREDIENTS
479,JMELLA,JMELLA In France Favorite Perfume Hair Treatment (500ml),Conditioner,R330.64,—,$8.00,R115.72,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/jmella-in-france-favorite-perfume-hair-treatment-500ml,"The Skin Boutique Curates: JMELLA In France Favorite Perfume Hair Treatment (500ml) A mild hair treatment with long-lasting aroma, suitable for sensitive scalps and skin. Authentically sourced and ind","Water, Glycerin (Check packaging for full details)"
480,KUNDAL,KUNDAL Protein Bonding Treatment (250ml),Conditioner,R702.61,—,$17.00,R245.91,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/kundal-protein-bonding-treatment-250ml,The Skin Boutique Curates: KUNDAL Protein Bonding Treatment (250ml) Spa-like hair care to strengthen and smooth damaged hair Authentically sourced and independently curated by The Skin Boutique — your,"Water, Glycerin (Check packaging for full details)"
481,KUNDAL,KUNDAL Airy Volume Hyaluron Treatment (500ml),Conditioner,R785.27,—,$19.00,R274.84,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/kundal-airy-volume-hyaluron-treatment-500ml,The Skin Boutique Curates: KUNDAL Airy Volume Hyaluron Treatment (500ml) A hyaluronic acid infused treatment that delivers moisture deep into the scalp and hair. Authentically sourced and independentl,"Water, Glycerin (Check packaging for full details)"
482,KUNDAL,KUNDAL Protein Bonding No Wash Treatment (130ml),Conditioner,R785.27,—,$19.00,R274.84,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/kundal-protein-bonding-no-wash-treatment-130ml,The Skin Boutique Curates: KUNDAL Protein Bonding No Wash Treatment (130ml) Spa-like hair care to strengthen and smooth damaged hair Authentically sourced and independently curated by The Skin Boutiqu,"Water, Glycerin (Check packaging for full details)"
483,KUNDAL,KUNDAL Honey & Macadamia Protein Treatment,Conditioner,R702.61,—,$17.00,R245.91,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/kundal-honey-macadamia-protein-treatment-500ml,"The Skin Boutique Curates: KUNDAL Honey & Macadamia Protein Treatment Plant based fragrant protein treatment for smooth, healthy hair. Authentically sourced and independently curated by The Skin Bouti","Water, Glycerin (Check packaging for full details)"
484,Shiseido Tsubaki,Shiseido Tsubaki Premium EX Damage Care & Repair Conditioner (450ml),Conditioner,R619.95,—,$15.00,R216.98,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/shiseido-tsubaki-premium-ex-damage-care-repair-conditioner-450ml,The Skin Boutique Curates: Shiseido Tsubaki Premium EX Damage Care & Repair Conditioner (450ml) An intensive regenerating hair conditioner with Camellia oil Shiseido Tsubaki Premium EX Damage Care &am,"Water, Glycerin (Check packaging for full details)"
485,Shiseido Tsubaki,Shiseido Tsubaki Premium Volume & Repair Conditioner (450ml),Conditioner,R537.29,—,$13.00,R188.05,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/shiseido-tsubaki-premium-volume-repair-conditioner-450ml,The Skin Boutique Curates: Shiseido Tsubaki Premium Volume & Repair Conditioner (450ml) A conditioner that moisturizes and enhances volume Shiseido Tsubaki Premium Repair Conditioner is designed to de,"Water, Glycerin (Check packaging for full details)"
486,Shiseido Tsubaki,Shiseido Tsubaki Premium Moist & Repair Treatment (160g),Conditioner,R619.95,—,$15.00,R216.98,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/shiseido-tsubaki-premium-moist-repair-treatment-160g,The Skin Boutique Curates: Shiseido Tsubaki Premium Moist & Repair Treatment (160g) A treatment that that repairs damaged and dry hair Authentically sourced and independently curated by The Skin Bouti,"Water, Glycerin (Check packaging for full details)"
487,Shiseido Tsubaki,Shiseido Tsubaki Premium Moist & Repair Conditioner (450ml),Conditioner,R537.29,—,$13.00,R188.05,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/shiseido-tsubaki-premium-moist-repair-conditioner-450ml,"The Skin Boutique Curates: Shiseido Tsubaki Premium Moist & Repair Conditioner (450ml) A conditioner that moisturizes dry, fly-away hair right down to the ends Authentically sourced and independently ","Water, Glycerin (Check packaging for full details)"
488,KRACIE Ichikami,KRACIE Ichikami Moisturizing Conditioner (480ml),Conditioner,R537.29,—,$13.00,R188.05,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/kracie-ichikami-moisturizing-conditioner-480ml,"The Skin Boutique Curates: KRACIE Ichikami Moisturizing Conditioner (480ml) Tame dry and frizzy hair, making it sleek and silky smooth. Authentically sourced and independently curated by The Skin Bout","Water, Glycerin (Check packaging for full details)"
489,KRACIE Ichikami,KRACIE Ichikami Smoothing Conditioner (480ml),Conditioner,R537.29,—,$13.00,R188.05,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/kracie-ichikami-smoothing-conditioner-480ml,The Skin Boutique Curates: KRACIE Ichikami Smoothing Conditioner (480ml) A limited edition shampoo and conditioner set in the enchanting scent of yuzu! Authentically sourced and independently curated ,"Shampoo: Water, lauroyl sarcosine TEA, palm kernel fatty acid amidopropyl betaine, cocamide methyl MEA, cocamide MEA, glycol distearate, cocoyl glutamic acid TEA, yuzu fruit extract, asitaba leaf/stem"
490,KUMANOYUSHI,KUMANOYUSHI Horse Oil Conditioner (600ml),Conditioner,R495.96,—,$12.00,R173.59,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/kumanoyushi-horse-oil-conditioner-600ml,"The Skin Boutique Curates: KUMANOYUSHI Horse Oil Conditioner (600ml) This Japanese conditioner with horse oil, recommended for people who want to improve their hair condition Authentically sourced and","Water, Glycerin (Check packaging for full details)"
491,Shiseido Ma Cherie,Shiseido Ma Cherie Air Feel Conditioner (450ml),Conditioner,R413.30,—,$10.00,R144.66,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/shiseido-ma-cherie-air-feel-conditioner-450ml,"The Skin Boutique Curates: Shiseido Ma Cherie Air Feel Conditioner (450ml) A moisturizing hair line suitable for oily, flat hair. Authentically sourced and independently curated by The Skin Boutique —","Water, Glycerin (Check packaging for full details)"
492,Moist Diane,MOIST DIANE Perfect Beauty Extra Moist & Shine Treatment (450ml),Conditioner,R619.95,—,$15.00,R216.98,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/moist-diane-perfect-beauty-extra-moist-shine-treatment-450ml,"The Skin Boutique Curates: MOIST DIANE Perfect Beauty Extra Moist & Shine Treatment (450ml) A moisturizing conditioner treatment that leaves hair smooth, hydrated, and glossy. Authentically sourced an","Water, Cetearyl Alcohol, Dimethicone, Ricinus Communis (Castor) Seed Oil, Propanediol, Quaternium-33, Gamma-Docosalactone, Terminalia Ferdinandiana Fruit Extract, Microcitrus Australasica Fruit Extrac"
493,Moist Diane,MOIST DIANE Perfect Beauty Extra Smooth & Straight Treatment (450ml),Conditioner,R619.95,—,$15.00,R216.98,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/moist-diane-perfect-beauty-extra-smooth-straight-treatment-450ml-1,"The Skin Boutique Curates: MOIST DIANE Perfect Beauty Extra Smooth & Straight Treatment (450ml) Manage unruly hair and achieve smooth, straight locks Authentically sourced and independently curated by","Water, Cetearyl Alcohol, Dimethicone, Ricinus Communis (Castor) Seed Oil, Propanediol, Terminalia Ferdinandiana Fruit Extract, Quaternium-33, Gamma-Docosalactone, Glucose, Butylene Glycol, Acetyl Cyst"
494,Moist Diane,MOIST DIANE Perfect Beauty Extra Vital Treatment (450ml),Conditioner,R619.95,—,$15.00,R216.98,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/moist-diane-perfect-beauty-extra-vital-treatment-450ml,The Skin Boutique Curates: MOIST DIANE Perfect Beauty Extra Vital Treatment (450ml) A superior combination of scalp revitalizing properties and oils. Authentically sourced and independently curated by,"Water, Cetearyl Alcohol, Dimethicone, Ricinus Communis (Castor) Seed Oil, Camellia Sinensis Seed Oil, Propanediol, Gamma-Docosalactone, Quaternium-33, Glucose, Butylene Glycol, Glycerin, Prunus Domest"
495,Moist Diane,MOIST DIANE Perfect Beauty Fresh Hydrate Treatment (450ml),Conditioner,R619.95,—,$15.00,R216.98,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/moist-diane-perfect-beauty-fresh-hydrate-treatment-450ml-1,"The Skin Boutique Curates: MOIST DIANE Perfect Beauty Fresh Hydrate Treatment (450ml) Helps treat and prevent a oily scalp, revitalizing the hair from the roots Authentically sourced and independently","Water, Cetearyl Alcohol, Corbitol, Butylene Glycol, Prunus Domestica Seed Extract, Mentha Piperita (Peppermint) Leaf Extract, Leontopodium Alpinum Extract, Althaea Officinalis Root Extract, Sanguisorb"
496,Moist Diane,MOIST DIANE Perfect Beauty Extra Volume & Scalp Treatment (450ml),Conditioner,R619.95,—,$15.00,R216.98,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/moist-diane-perfect-beauty-extra-volume-scalp-treatment-450ml,The Skin Boutique Curates: MOIST DIANE Perfect Beauty Extra Volume & Scalp Treatment (450ml) Treats your scalp for more voluminous and healthy hair. Authentically sourced and independently curated by ,"Water, Cetearyl Alcohol, Ethylhexyl Palmitate, Asparagopsis Armata Extract, Propanediol, Gamma-Docosalactone, Quaternium-33, Glucose, Butylene Glycol, Glucosyl Hesperidin, Sorbitl, Hydrolyzed Rice Pro"
497,Moist Diane,MOIST DIANE Perfect Extra Damage Repair Treatment (450ml),Conditioner,R619.95,—,$15.00,R216.98,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/moist-diane-perfect-extra-damage-repair-treatment-450ml-1,The Skin Boutique Curates: MOIST DIANE Perfect Extra Damage Repair Treatment (450ml) Target and reverse hair damaged by heat and chemicals. Authentically sourced and independently curated by The Skin ,"Water, Cetearyl Alcohol, Dimethicone, Ricinus Communis (Castor) Seed Oil, Propanediol, Quaternium-33, Steardimonium Hydroxypropyl Hydrolyzed Keratin, Gamma-Docosalactone, Glucose, Butylene Glycol, Ala"
498,ELIZAVECCA,ELIZAVECCA CER-100 Collagen Coating Hair Muscle Treatment Rinse (500ml),Conditioner,R619.95,—,$15.00,R216.98,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/elizavecca-cer-100-collagen-coating-hair-muscle-treatment-rinse-500ml,"The Skin Boutique Curates: ELIZAVECCA CER-100 Collagen Coating Hair Muscle Treatment Rinse (500ml) A intensive conditioner that is formulated with collagen and naturally-derived oils to help hydrate, ","Water, Glycerin (Check packaging for full details)"
499,Oshima Tsubaki,Oshima Tsubaki Camellia Premium Conditioner (300ml),Conditioner,R578.62,—,$14.00,R202.52,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/oshima-tsubaki-camellia-premium-conditioner-300ml-1,The Skin Boutique Curates: Oshima Tsubaki Camellia Premium Conditioner (300ml) Nourishing conditioner made with the brand's popular Camellia Oil. Authentically sourced and independently curated by The,"Water, Camellia Japonica Seed Oil, Cetearyl Alcohol, Stearyl Alcohol, Dimethicone, Behentrimonium Chloride, Camellia Japonica Seed Extract, Camellia Japonica Flower Extract, Camellia Japonica Leaf Ext"
500,ELIZAVECCA,ELIZAVECCA CER-100 Collagen Ceramide Coating Protein Treatment (100ml),Conditioner,R371.97,—,$9.00,R130.19,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/elizavecca-cer-100-collagen-ceramide-coating-protein-treatment-100ml,"The Skin Boutique Curates: ELIZAVECCA CER-100 Collagen Ceramide Coating Protein Treatment (100ml) For rough, dry, damaged hair from coloring or hair styling. Authentically sourced and independently cu","Water, Glycerin (Check packaging for full details)"
501,Shiseido Fino,Shiseido Fino Premium Touch Moist Conditioner (550ml),Conditioner,R619.95,—,$15.00,R216.98,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/shiseido-fino-premium-touch-moist-conditioner-550ml,"The Skin Boutique Curates: Shiseido Fino Premium Touch Moist Conditioner (550ml) Strengthen, nourish and restore damaged hair. Authentically sourced and independently curated by The Skin Boutique — yo","Water, Glycerin (Check packaging for full details)"
502,&honey,&honey Melty Moist Repair Hair Treatment 2.0 (445ml),Conditioner,R785.27,—,$19.00,R274.84,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/honey-melty-moist-repair-hair-treatment-2-0-445ml,The Skin Boutique Curates: &honey Melty Moist Repair Hair Treatment 2.0 (445ml) A new honey swell care treatment that focuses on hair with a water content of 14% and eliminates swelling and curly hair,"Water, Glycerin (Check packaging for full details)"
503,Medicube,Medicube Exosome Cica Toner (210ml),Toner,R909.25,—,$22.00,R318.24,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/medicube-exosome-cica-toner-210ml,The Skin Boutique Curates: Medicube Exosome Cica Toner (210ml) Daily soothing toner for balanced hydration and skin texture Authentically sourced and independently curated by The Skin Boutique — your ,"Water(Aqua), Methylpropanediol, 1,2-Hexanediol, Saccharide Hydrolysate, Glycereth-25 PCA Isostearate, Gluconolactone, Ethylhexylglycerin, Centella Asiatica Leaf Water, Hydroxyethylcellulose, Dipotassi"
504,S.NATURE,S.NATURE Aqua Oasis Toner (300ml),Toner,R991.91,—,$24.00,R347.17,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/s-nature-aqua-oasis-toner-300ml,The Skin Boutique Curates: S.NATURE Aqua Oasis Toner (300ml) Experience the best of K-Beauty with S.NATURE Aqua Oasis Toner (300ml) by S.NATURE — a premium formula crafted to transform your skincare r,"Water, Glycerin (Full ingredients list under review)"
505,I'M FROM,I'M FROM Black Rice Toner (150ml),Toner,R1198.56,—,$29.00,R419.50,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/im-from-black-rice-toner-150ml,The Skin Boutique Curates: I'M FROM Black Rice Toner (150ml) A radiance boosting toner that hydrates skin and control sebum production Authentically sourced and independently curated by The Skin Bouti,"Water, Oryza Sativa (Rice) Seed Water, Dicaprylyl Ether, Methylpropanediol, Hydrogenated Poly(C6-14 Olefin), 1,2-Hexanediol, Niacinamide, Sodium Chloride, Glycerin, Melia Azadirachta Flower Extract, P"
506,Medicube,Medicube Age-R Glutathione Glow Toner (140ml),Toner,R909.25,—,$22.00,R318.24,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/medicube-age-r-glutathione-glow-toner-140ml,The Skin Boutique Curates: Medicube Age-R Glutathione Glow Toner (140ml) Get radiant complexion and even out skin tone. Authentically sourced and independently curated by The Skin Boutique — your trus,"WATER, TRIETHYLHEXANOIN, HYDROGENATED POLY(C6-14 OLEFIN), BUTYLENE GLYCOL, 1,2-HEXANEDIOL, METHYLPROPANEDIOL, NIACINAMIDE, PHENYL TRIMETHICONE, DIETHOXYETHYL SUCCINATE, POLYGLYCERYL-10 MYRISTATE, FRAG"
507,Medicube,Medicube PDRN Pink Peptide Toner (250ml),Toner,R950.58,—,$23.00,R332.70,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/medicube-pdrn-pink-peptide-toner-250ml-1,"The Skin Boutique Curates: Medicube PDRN Pink Peptide Toner (250ml) Achieve a clear, radiant complexion with a clear, natural glow. Authentically sourced and independently curated by The Skin Boutique","Water, Butylene Glycol, Glycerin, Niacinamide, 1,2-Hexanediol, Xylitol, Sodium Citrate, Ethylhexylglycerin, Allantoin, Caprylyl Glycol, Citric Acid, Adenosine, Polyglyceryl-10 Laurate, Disodium EDTA, "
508,ISNTREE,ISNTREE Hyaluronic Acid Toner (200ml),Toner,R950.58,—,$23.00,R332.70,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/isntree-hyaluronic-acid-toner-200ml,"The Skin Boutique Curates: ISNTREE Hyaluronic Acid Toner (200ml) A water-based, non-sticky moisturizing toner for dry and normal skin Authentically sourced and independently curated by The Skin Boutiq","Water, Pentylene Glycol, 1,2-Hexanediol, Sodium Hyaluronate, Trehalose, Caprylyl Glycol, Panthenol, Sodium PCA, Butylene Glycol, Betula Alba Juice, Portulaca Oleracea Extract, Hyaluronic Acid, Althaea"
509,TIRTIR,TIRTIR Milk Skin Toner (150ml),Toner,R1074.57,—,$26.00,R376.10,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/tirtir-milk-skin-toner-150ml,"The Skin Boutique Curates: TIRTIR Milk Skin Toner (150ml) An award-winning toner hailed as ""glass skin in a bottle."" Authentically sourced and independently curated by The Skin Boutique — your trusted","Water, Glycerin (Check packaging for full details)"
510,Skin1004,SKIN1004 Centella Tea Trica Purifying Toner (210ml),Toner,R1033.24,—,$25.00,R361.63,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/skin1004-centella-tea-trica-purifying-toner-210ml,The Skin Boutique Curates: SKIN1004 Centella Tea Trica Purifying Toner (210ml) A gentle toner that exfoliates away pore-clogging dead skin cells and stops excessive sebum production Authentically sour,"Water, Chamaecyparis Obtusa Water, Melaleuca Alternifolia (Tea Tree) Leaf Water(12%), Butylene Glycol, Centella Asiatica Extract(9.8%), Propanediol, Pinus Palustris Leaf Extract, Methyl Gluceth-20, 1,"
511,Skin1004,SKIN1004 Centella Probio-Cica Essence Toner (210ml),Toner,R1033.24,—,$25.00,R361.63,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/skin1004-centella-probio-cica-essence-toner-210ml,"The Skin Boutique Curates: SKIN1004 Centella Probio-Cica Essence Toner (210ml) A liquid-essence toner that provides the benefits and richness of an essence, but also a refreshing finish like a liquid ","Centella Asiatica Extract, Water, Butylene Glycol, Glycerin, Polypropanediol, Lactobacillus/Centella Asiatica Extract Ferment Filtrate, Polyglyceryl-10 Laurate, Potassium Acrylates/C10-30 Alkyl Acryla"
512,I'M FROM,I'M FROM Rice Toner (150ml),Toner,R1198.56,—,$29.00,R419.50,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/im-from-rice-toner-150ml-2,"The Skin Boutique Curates: I'M FROM Rice Toner (150ml) A rice toner that revitalizes dull, tired skin by hydrating and brightening the complexion. Authentically sourced and independently curated by Th","Oryza Sativa (Rice) Extract (77.78%), Methylpropanediol, Triethylhexanoin, Hydrogenated Poly(C6-14 Olefin), Niacinamide, Pentylene Glycol, Portulaca Oleracea Extract, Oryza Sativa (Rice) Bran Extract,"
513,Ishizawa,ISHIZAWA KEANA Nadeshiko Rice Toner (300ml),Toner,R1115.90,—,$27.00,R390.56,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/ishizawa-keana-nadeshiko-rice-toner-300ml,"The Skin Boutique Curates: ISHIZAWA KEANA Nadeshiko Rice Toner (300ml) A moisturizing rice toner that minimizes visible pores, moisturizes, nourishes, and improves elasticity. Authentically sourced an","Water, Glycerin (Check packaging for full details)"
514,Mediheal,MEDIHEAL Derma Clear Teatree Treatment Spot Patch (44 PCs),Acne Treatments & Kits,R289.31,—,$7.00,R101.26,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/mediheal-derma-clear-teatree-treatment-spot-patch-44-pcs,The Skin Boutique Curates: MEDIHEAL Derma Clear Teatree Treatment Spot Patch (44 PCs) Mediheal's independently developed square spot patch. Spot patch containing tea tree and salicylic acid soothes re,"Water, Glycerin (Check packaging for full details)"
515,COSRX,COSRX Acne Pimple Master Patch (24 Patches),Acne Treatments & Kits,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/cosrx-acne-pimple-master-patch-24-patches,"The Skin Boutique Curates: COSRX Acne Pimple Master Patch (24 Patches) A COSRX bestseller, these hydrocolloid pimple patches offer protection against bacteria or other external trauma and simultaneous","Water, Glycerin (Check packaging for full details)"
516,COSRX,COSRX Oil-Free Ultra Moisturizing Lotion (100ml),Lotion,R1033.24,—,$25.00,R361.63,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/cosrx-oil-free-ultra-moisturizing-lotion-100ml-1,"The Skin Boutique Curates: COSRX Oil-Free Ultra Moisturizing Lotion (100ml) A lightweight, oil-free moisturizing lotion formulated with 70% birch sap to deliver amino acids, vitamins, minerals and ant","Water, Glycerin (Check packaging for full details)"
517,ANUA,ANUA Peach 77% Niacin Conditioning Milk (150ml),Lotion,R909.25,—,$22.00,R318.24,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/anua-peach-77-niacin-conditioning-milk-150ml,The Skin Boutique Curates: ANUA Peach 77% Niacin Conditioning Milk (150ml) Refreshing milky lotion to hydrate and brighten skin. Authentically sourced and independently curated by The Skin Boutique — ,"Prunus Persica (Peach) Fruit Extract (77%), Glycerin, Ethylhexyl Stearate, Dipropylene Glycol, Niacinamide (2%), Methyl Trimethicone, 1,2-Hexanediol, Lactobacillus Ferment, Polyglyceryl-3 Distearate, "
518,JMELLA,JMELLA In France Signature Perfume Hair Shampoo (500ml),Shampoo,R330.64,—,$8.00,R115.72,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/jmella-in-france-signature-perfume-hair-shampoo-500ml,"The Skin Boutique Curates: JMELLA In France Signature Perfume Hair Shampoo (500ml) A mild shampoo with long-lasting aroma, suitable for sensitive scalps and skin. Authentically sourced and independent","Water, Glycerin (Check packaging for full details)"
519,KUNDAL,KUNDAL Caffeine Shampoo (500ml),Shampoo,R785.27,—,$19.00,R274.84,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/kundal-caffeine-shampoo-500ml,The Skin Boutique Curates: KUNDAL Caffeine Shampoo (500ml) A hydrating formula that promotes shine and stimulates hair growth. Authentically sourced and independently curated by The Skin Boutique — yo,"Water, Glycerin (Check packaging for full details)"
520,KUNDAL,KUNDAL Tea Tree & Macadamia Deep Cleansing Shampoo (500ml),Shampoo,R702.61,—,$17.00,R245.91,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/kundal-tea-tree-macadamia-deep-cleansing-shampoo-500ml,The Skin Boutique Curates: KUNDAL Tea Tree & Macadamia Deep Cleansing Shampoo (500ml) An invigorating deep cleansing shampoo enriched with tea tree extract and peat water. Authentically sourced and in,"Water, Glycerin (Check packaging for full details)"
521,KUNDAL,KUNDAL Protein Bonding Shampoo (500ml),Shampoo,R785.27,—,$19.00,R274.84,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/kundal-protein-bonding-shampoo-500ml,The Skin Boutique Curates: KUNDAL Protein Bonding Shampoo (500ml) Spa-like hair care to strengthen and smooth damaged hair Authentically sourced and independently curated by The Skin Boutique — your t,"Water, Glycerin (Check packaging for full details)"
522,KUNDAL,KUNDAL Dandruff Relief Shampoo (500ml),Shampoo,R785.27,—,$19.00,R274.84,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/kundal-dandruff-relief-shampoo-500ml,The Skin Boutique Curates: KUNDAL Dandruff Relief Shampoo (500ml) A deep cleansing shampoo for dry scalp and dandruff concerns. Authentically sourced and independently curated by The Skin Boutique — y,"Water, Glycerin (Check packaging for full details)"
523,KUNDAL,KUNDAL Airy Volume Hyaluron Shampoo (500ml),Shampoo,R785.27,—,$19.00,R274.84,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/kundal-airy-volume-hyaluron-shampoo-500ml,"The Skin Boutique Curates: KUNDAL Airy Volume Hyaluron Shampoo (500ml) A hyaluronic acid infused shampoo for bouncy, full-bodied hair that lasts all day. Authentically sourced and independently curate","Water, Glycerin (Check packaging for full details)"
524,Shiseido Tsubaki,Shiseido Tsubaki Premium EX Damage Care & Repair Shampoo (450ml),Shampoo,R619.95,—,$15.00,R216.98,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/shiseido-tsubaki-premium-ex-damage-care-repair-shampoo-450ml,The Skin Boutique Curates: Shiseido Tsubaki Premium EX Damage Care & Repair Shampoo (450ml) A premium shampoo that infuses ion ingredients to rescue damaged hair Authentically sourced and independentl,"Water, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Glycol Distearate, Sorbitol, Glycerin, Guar Hydroxypropyltrimonium Chloride, Alkyl (C12, 14) Oxy Hydroxypropyl Arginine HCl, Polyquaternium-10, H"
525,Shiseido Tsubaki,Shiseido Tsubaki Premium Volume & Repair Shampoo (450ml),Shampoo,R537.29,—,$13.00,R188.05,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/shiseido-tsubaki-premium-volume-repair-shampoo-450ml,The Skin Boutique Curates: Shiseido Tsubaki Premium Volume & Repair Shampoo (450ml) A shampoo that moisturizes and enhances volume Authentically sourced and independently curated by The Skin Boutique ,"Water, Glycerin (Check packaging for full details)"
526,Shiseido Tsubaki,Shiseido Tsubaki Premium Moist & Repair Shampoo (450ml),Shampoo,R537.29,—,$13.00,R188.05,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/shiseido-tsubaki-premium-moist-repair-shampoo-450ml,"The Skin Boutique Curates: Shiseido Tsubaki Premium Moist & Repair Shampoo (450ml) A shampoo that moisturizes dry, fly-away hair right down to the ends Authentically sourced and independently curated ","Water, Glycerin (Check packaging for full details)"
527,Mediheal,MEDIHEAL Derma Layer Hand Mask,Hand Mask,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/mediheal-derma-layer-hand-mask,"The Skin Boutique Curates: MEDIHEAL Derma Layer Hand Mask Say goodbye to dry, rough hands. Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premium K","Water, Glycerin (Check packaging for full details)"
528,KRACIE Ichikami,KRACIE Ichikami Moisturizing Shampoo (480ml),Shampoo,R537.29,—,$13.00,R188.05,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/kracie-ichikami-moisturizing-shampoo-480ml,"The Skin Boutique Curates: KRACIE Ichikami Moisturizing Shampoo (480ml) Tame dry and frizzy hair, making it sleek and silky smooth. Authentically sourced and independently curated by The Skin Boutique","Water, Glycerin (Check packaging for full details)"
529,KRACIE Ichikami,KRACIE Ichikami Smoothing Shampoo (480ml),Shampoo,R537.29,—,$13.00,R188.05,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/kracie-ichikami-smoothing-shampoo-480ml,The Skin Boutique Curates: KRACIE Ichikami Smoothing Shampoo (480ml) Get dazzing-ly beautiful silky smooth hair. Authentically sourced and independently curated by The Skin Boutique — your trusted des,"Water, Glycerin (Check packaging for full details)"
530,Moist Diane,Moist Diane Perfect Beauty Extra Volume & Scalp Shampoo (450ml),Shampoo,R619.95,—,$15.00,R216.98,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/moist-diane-perfect-beauty-extra-volume-scalp-shampoo-450ml,The Skin Boutique Curates: Moist Diane Perfect Beauty Extra Volume & Scalp Shampoo (450ml) Treats your scalp for more voluminous and healthy hair. Authentically sourced and independently curated by Th,"Water, Sodium C14-16 Olefin Sulfonate, Lauryl Betaine, Cocamide Methyl Mea, Asparagopsis Armata Extract, Propanediol, Gamma-Docosalactone, Quaternium-33, PEG-32, PEG-6, Dipropylene Glycol, Glucosyl He"
531,Moist Diane,MOIST DIANE Perfect Beauty Fresh Hydrate Shampoo (450ml),Shampoo,R619.95,—,$15.00,R216.98,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/moist-diane-perfect-beauty-fresh-hydrate-shampoo-450ml,"The Skin Boutique Curates: MOIST DIANE Perfect Beauty Fresh Hydrate Shampoo (450ml) Helps treat and prevent a oily scalp, revitalizing the hair from the roots Authentically sourced and independently c","Water, Sodium Laureth Sulfonate, Glycerin, Butylene Glycol, Prunus Domestica Seed Extract, Mentha Piperita (Peppermint) Leaf Extract, Leontopodium Alpinum Extract, Sanguisorba Officinalis Root Extract"
