#,BRAND,PRODUCT NAME,CATEGORY,RETAIL PRICE (ZAR),SA MARKET PRICE (ZAR),SOURCE PRICE (USD),MAX LANDED COST (ZAR),MARGIN TIER,TARGET GM%,PRICING NOTE,SOURCE URL,DESCRIPTION,INGREDIENTS
49,Beauty of Joseon,Beauty of Joseon Light On Serum Centella + Vita C (30ml),Serum,R826.59,—,$20.00,R247.98,Tier B (Volume),70%,No local comp,https://kiyoko.com/products/beauty-of-joseon-light-on-serum-centella-vita-c-30ml,The Skin Boutique Curates: Beauty of Joseon Light On Serum Centella + Vita C (30ml) A brightening and soothing serum featuring superstars like Centella Asiatica extract and Vitamin C as main ingredien,"Water, Glycerin (Check packaging for full details)"
50,Celimax,celimax Dual Barrier Skin Wearable Cream (50ml),Cream,R867.92,—,$21.00,R260.38,Tier B (Volume),70%,No local comp,https://kiyoko.com/products/celimax-dual-barrier-skin-wearable-cream-50ml,The Skin Boutique Curates: celimax Dual Barrier Skin Wearable Cream (50ml) A lightweight yet potent formula enriched with Aquatide Authentically sourced and independently curated by The Skin Boutique ,"Water, Glycerin (Check packaging for full details)"
51,Dr. Althea,Dr.Althea Gentle Vitamin C Serum (30ml),Serum,R867.92,—,$21.00,R303.77,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/dr-althea-gentle-vitamin-c-serum-30ml,The Skin Boutique Curates: Dr.Althea Gentle Vitamin C Serum (30ml) A beginner-friendly Vitamin C that is gentle and safe for acne and fungal acne prone skin Authentically sourced and independently cur,"Water, Glycerin (Check packaging for full details)"
52,SOME BY MI,SOME BY MI Retinol Intense Reactivating Serum (30ml),Serum,R867.92,—,$21.00,R303.77,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/some-by-mi-retinol-intense-reactivating-serum-30ml,The Skin Boutique Curates: SOME BY MI Retinol Intense Reactivating Serum (30ml) A mild yet effective anti-aging serum that promotes skin elasticity and a firm and smooth skin appearance. Authentically,"Water, Cyclohexasiloxane, Dicaprylyl Carbonate, Glycerin, Methylpropanediol, 1,2-Hexanediol, Niacinamide, Hydrogenated Poly(C6-14 Olefin), Panthenol, Tocopheryl Acetate, Centella Asiatica Extract, Pan"
53,ANUA,ANUA Peach 70% Niacin Serum,Serum,R826.59,—,$20.00,R289.31,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/anua-peach-70-niacin-serum-30ml,The Skin Boutique Curates: ANUA Peach 70% Niacin Serum For instant and long-term glass skin appearance! Authentically sourced and independently curated by The Skin Boutique — your trusted destination ,"Prunus Persica (Peach) Fruit Extract, Glycerin, Niacinamide, Butylene Glycol, Diethoxyethyl Succinate, Water, 1,2-Hexanediol, Lactobacillus Ferment, Sodium Hyaluronate, Sphingomonas Ferment Extract, A"
54,ANUA,ANUA Niacinamide 10% + TXA 4% Dark Spot Correcting Serum (30ml),Serum,R826.59,—,$20.00,R289.31,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/anua-niacinamide-10-txa-4-dark-spot-correcting-serum-30ml,"The Skin Boutique Curates: ANUA Niacinamide 10% + TXA 4% Dark Spot Correcting Serum (30ml) A lightweight, fragrance-free serum that fades dark spots to promote a brighter complexion. Authentically sou","Water, Glycerin, Niacinamide, Tranexamic Acid, Butylene Glycol, Diethoxyethyl Succinate, 1,2-Hexanediol, Arbutin, Sodium Hyaluronate, Alpha-Arbutin, Coccinia Indica Fruit Extract, Eclipta Prostrata Ex"
55,COSRX,COSRX The Retinol 0.5 Oil (20ml),Serum,R867.92,—,$21.00,R303.77,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/cosrx-the-retinol-0-5-oil-20ml,The Skin Boutique Curates: COSRX The Retinol 0.5 Oil (20ml) A special treatment formulated with 0.5% pure retinol to improve skin elasticity and the appearance of wrinkles. Authentically sourced and i,"Water, Glycerin (Check packaging for full details)"
56,COSRX,COSRX The Hyaluronic Acid 3 Serum (20ml),Serum,R867.92,—,$21.00,R303.77,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/cosrx-the-hyaluronic-acid-3-serum-20ml,"The Skin Boutique Curates: COSRX The Hyaluronic Acid 3 Serum (20ml) High strength formula infused with 3% hyaluronic acid Highly concentrated 3% hyaluronic acid serum that hydrates, plumps, soothes an","Water, Glycerin (Check packaging for full details)"
57,numbuzin,numbuzin No.1 Pantothenic B5 Hyaluronic Active Clear Mask,Sheet Masks,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/numbuzin-no-1-pantothenic-b5-hyaluronic-active-clear-mask,"The Skin Boutique Curates: numbuzin No.1 Pantothenic B5 Hyaluronic Active Clear Mask A high-concentration, clinically proven sheet mask that instantly calms redness and clears acne for a balanced, rad","Water, Glycerin (Check packaging for full details)"
58,numbuzin,numbuzin No.2 Rose PDRN Collagen Plumping Sheet Mask,Sheet Masks,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/numbuzin-no-2-rose-pdrn-collagen-plumping-sheet-mask,The Skin Boutique Curates: numbuzin No.2 Rose PDRN Collagen Plumping Sheet Mask A 65% low-molecular collagen mask that deeply plumps and hydrates for an instant glass-skin glow. Authentically sourced ,"Water, Glycerin (Check packaging for full details)"
59,numbuzin,numbuzin No.4 Icy Soothing Sheet Mask,Sheet Masks,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/numbuzin-no-4-icy-soothing-sheet-mask,The Skin Boutique Curates: numbuzin No.4 Icy Soothing Sheet Mask Experience the best of K-Beauty with numbuzin No.4 Icy Soothing Sheet Mask by numbuzin — a premium formula crafted to transform your sk,"Water, Glycerin (Full ingredients list under review)"
60,numbuzin,numbuzin No.2 Rose PDRN Overnight Collagen Mask,Sheet Masks,R247.98,—,$6.00,R86.79,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/numbuzin-no-2-rose-pdrn-overnight-collagen-mask,"The Skin Boutique Curates: numbuzin No.2 Rose PDRN Overnight Collagen Mask A color-changing 69% collagen mask that firms and volumizes overnight for a radiant, Korean glass-skin glow by morning. Authe","Water, Glycerin (Check packaging for full details)"
61,Dr. Althea,Dr.Althea Vita Glow Mask,Sheet Masks,R206.65,—,$5.00,R72.33,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/dr-althea-vita-glow-mask,The Skin Boutique Curates: Dr.Althea Vita Glow Mask Experience the best of K-Beauty with Dr.Althea Vita Glow Mask by Dr. Althea — a premium formula crafted to transform your skincare routine. Authenti,"Water, Glycerin (Full ingredients list under review)"
62,numbuzin,numbuzin No.9 NAD Bio Lifting-sil Full Face Mask,Sheet Masks,R247.98,—,$6.00,R86.79,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/numbuzin-no-9-nad-bio-lifting-full-cover-facial-mask-4pcs,The Skin Boutique Curates: numbuzin No.9 NAD Bio Lifting-sil Full Face Mask Firming sheet mask with separate top and bottom pieces for different concerns. Authentically sourced and independently curat,"Upper Sheet: Water, Dipropylene Glycol, Cetyl Ethylhexanoate, Glycerin, Niacinamide, Polyglyceryl-10 Stearate, 1,2-Hexanediol, Hydrogenated Poly(C6-14 Olefin), Isopentyldiol, Glyceryl Stearate SE, But"
63,Biodance,Biodance Radiant Vita Niacinamide Real Deep Mask,Sheet Masks,R289.31,—,$7.00,R101.26,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/biodance-radiant-vita-niacinamide-real-deep-mask-4-pcs,"The Skin Boutique Curates: Biodance Radiant Vita Niacinamide Real Deep Mask A sheet mask that focuses on tone, texture and glow! Authentically sourced and independently curated by The Skin Boutique — ","Water, Glycerin (Check packaging for full details)"
64,Biodance,Biodance Refreshing Sea Kelp Real Deep Mask,Sheet Masks,R289.31,—,$7.00,R101.26,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/biodance-refreshing-sea-kelp-real-deep-mask-4-pcs,"The Skin Boutique Curates: Biodance Refreshing Sea Kelp Real Deep Mask Biodance's overnight hydrogel mask for oily, sensitive skin Authentically sourced and independently curated by The Skin Boutique ","Water, Glycerin (Check packaging for full details)"
65,Biodance,Biodance Hydro Cera-nol Real Deep Mask,Sheet Masks,R289.31,—,$7.00,R101.26,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/biodance-hydro-cera-nol-real-deep-mask-4-pcs,The Skin Boutique Curates: Biodance Hydro Cera-nol Real Deep Mask Biodance's second overnight hydrogel mask for sensitive skin. Authentically sourced and independently curated by The Skin Boutique — y,"Water, Glycerin (Check packaging for full details)"
66,Purito,PURITO Wonder Releaf Centella Cream Unscented,Cream,R289.31,—,$7.00,R101.26,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/purito-wonder-releaf-centella-cream-unscented-15ml,"The Skin Boutique Curates: PURITO Wonder Releaf Centella Cream Unscented A gentle and fragrance-free cream that soothes, calms, and hydrates skin without causing irritation. Authentically sourced and ","Water, Caprylic/Capric Triglyceride, Macadamia Ternifolia Seed Oil, Squalane, Butylene Glycol, Cetearyl Alcohol, Glycerin, Centella Asiatica Extract(29,891ppm), Niacinamide, 1,2- Hexanediol, Potassium"
67,Biodance,Biodance Bio-Collagen Real Deep Mask,Sheet Masks,R289.31,—,$7.00,R101.26,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/biodance-bio-collagen-real-deep-mask-4-pcs,The Skin Boutique Curates: Biodance Bio-Collagen Real Deep Mask Viral deeply nourishing overnight sheet mask! Authentically sourced and independently curated by The Skin Boutique — your trusted destin,"Water, Glycerin (Check packaging for full details)"
68,Purito,PURITO Wonder Releaf Centella Unscented Serum,Serum,R247.98,—,$6.00,R86.79,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/purito-wonder-releaf-centella-unscented-serum-15-60ml,The Skin Boutique Curates: PURITO Wonder Releaf Centella Unscented Serum Unscented formulation of the popular Purito Centella Serum Authentically sourced and independently curated by The Skin Boutique,"Water, Glycerin, Dipropylene Glycol, Propanediol, Centella Asiatica Extract(34,860ppm), Butylene Glycol, Niacinamide, 1,2-Hexanediol, Sodium Hyaluronate, Panthenol, Madecassoside, Asiaticoside, Madeca"
69,numbuzin,numbuzin No.2 Rose PDRN Collagen 2X Plumping Serum (30mL),Serum,R1115.90,—,$27.00,R390.56,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/numbuzin-no-2-rose-pdrn-collagen-2x-plumping-serum,The Skin Boutique Curates: numbuzin No.2 Rose PDRN Collagen 2X Plumping Serum (30mL) Experience the best of K-Beauty with numbuzin No.2 Rose PDRN Collagen 2X Plumping Serum (30mL) by numbuzin — a prem,"Water, Glycerin (Full ingredients list under review)"
70,numbuzin,numbuzin No.3 Blue Bio-Retinol Pore Refining Serum,Serum,R1115.90,—,$27.00,R390.56,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/numbuzin-no-3-blue-bio-retinol-pore-refining-serum,"The Skin Boutique Curates: numbuzin No.3 Blue Bio-Retinol Pore Refining Serum A gentle blue retinol serum that minimizes pores and refines texture with less irritation, perfect for beginners. Authenti","Water, Glycerin (Check packaging for full details)"
71,numbuzin,numbuzin No.2 Rose PDRN Collagen Plumping Serum (30ml),Serum,R1033.24,—,$25.00,R361.63,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/numbuzin-no-2-rose-pdrn-collagen-plumping-serum,"The Skin Boutique Curates: numbuzin No.2 Rose PDRN Collagen Plumping Serum (30ml) A 5% Rose PDRN and Peptide jelly serum that instantly plumps and firms for a hydrated, radiant glow. Authentically sou","Water, Glycerin (Check packaging for full details)"
72,numbuzin,numbuzin No.4 Ceramide AHA Glazed Skin Prep Serum,Serum,R1033.24,—,$25.00,R361.63,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/numbuzin-no-4-ceramide-aha-glazed-skin-prep-serum,"The Skin Boutique Curates: numbuzin No.4 Ceramide AHA Glazed Skin Prep Serum A barrier-safe milky serum that gently exfoliates for a smooth, glazed-skin glow. Authentically sourced and independently c","Water, Glycerin (Check packaging for full details)"
73,numbuzin,numbuzin No.2 Cica Ceramide Repair Cream (60ml),Cream,R1115.90,—,$27.00,R390.56,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/numbuzin-no-2-cica-ceramide-repair-cream-60ml,"The Skin Boutique Curates: numbuzin No.2 Cica Ceramide Repair Cream (60ml) A buttery, cica-infused cream that strengthens the skin barrier and provides long-lasting, non-sticky hydration. Authenticall","Water, Glycerin (Check packaging for full details)"
74,numbuzin,Numbuzin No.5+ Glutathione Vitamin Dark Spot Cream (50ml),Cream,R1115.90,—,$27.00,R390.56,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/numbuzin-no-5-glutathione-vitamin-dark-spot-cream-50ml,"The Skin Boutique Curates: Numbuzin No.5+ Glutathione Vitamin Dark Spot Cream (50ml) A nutrient-rich moisturizer that repairs the skin barrier and fades dark spots for a clear, rejuvenated complexion.","Water, Glycerin (Check packaging for full details)"
75,numbuzin,numbuzin No.3 Pore Reset Ampoule (25ml),Serum,R1115.90,—,$27.00,R390.56,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/numbuzin-no-3-pore-reset-ampoule-25ml,The Skin Boutique Curates: numbuzin No.3 Pore Reset Ampoule (25ml) Experience the best of K-Beauty with numbuzin No.3 Pore Reset Ampoule (25ml) by numbuzin — a premium formula crafted to transform you,"Water, Glycerin (Full ingredients list under review)"
76,Dr. Althea,Dr.Althea PDRN Reju 5000 Cream (20g),Cream,R950.58,—,$23.00,R332.70,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/dr-althea-pdrn-reju-5000-cream,"The Skin Boutique Curates: Dr.Althea PDRN Reju 5000 Cream (20g) Dr. Althea's PDRN Reju 5000 Cream is a biome-powered vegan formula packed with 5,000 ppm PDRN and Centella Asiatica Leaf Water to restor","Water, Glycerin (Check packaging for full details)"
77,Torriden,TORRIDEN Balanceful Cica Cream (80ml),Cream,R991.91,—,$24.00,R347.17,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/torriden-balanceful-cica-cream-80ml,"The Skin Boutique Curates: TORRIDEN Balanceful Cica Cream (80ml) A soothing and hydrating cream for sensitive, acne-prone skin. Authentically sourced and independently curated by The Skin Boutique — y","Water, Glycerin (Check packaging for full details)"
78,COSRX,COSRX The Alpha-Arbution 2 Discoloration Care Serum (50ml),Serum,R1033.24,—,$25.00,R361.63,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/cosrx-the-alpha-arbution-2-discoloration-care-serum-50ml,The Skin Boutique Curates: COSRX The Alpha-Arbution 2 Discoloration Care Serum (50ml) A highly concentrated serum formulated with synergistic ingredients for total acne control. Authentically sourced ,"Water, Glycerin (Check packaging for full details)"
79,ANUA,ANUA PDRN Hyaluronic Acid Capsule 100 Serum (30ml),Serum,R1115.90,—,$27.00,R390.56,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/anua-pdrn-hyaluronic-acid-capsule-100-serum-30ml,The Skin Boutique Curates: ANUA PDRN Hyaluronic Acid Capsule 100 Serum (30ml) Three synergistic ingredients meet to deeply moisturize and plump the skin. Authentically sourced and independently curate,"Water, Glycerin (Check packaging for full details)"
80,ANUA,ANUA 7 Rice Ceramide Hydrating Barrier Serum (50ml),Serum,R991.91,—,$24.00,R347.17,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/anua-7-rice-ceramide-hydrating-barrier-serum-50ml,The Skin Boutique Curates: ANUA 7 Rice Ceramide Hydrating Barrier Serum (50ml) A hydrating rice serum that brightens and replenishes the skin's moisture barrier. Authentically sourced and independentl,"Oryza Sativa (Rice) Bran Water, Dipropylene Glycol, Glycerin, Methylpropanediol, Water, Butylene Glycol, Methyl Gluceth-10, Niacinamide, 1,2-He xanediol, Panthenol, Hydroxyethyl Urea, Pentyle ne Glyco"
81,Purito,PURITO Clear Code Superfruit Serum (30ml),Serum,R909.25,—,$22.00,R318.24,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/purito-clear-code-superfruit-serum-30ml-1,The Skin Boutique Curates: PURITO Clear Code Superfruit Serum (30ml) A powerful skin solution that is crafted to restore balance to your skin's microbiome. Authentically sourced and independently cura,"Water, Glycerin (Check packaging for full details)"
82,Purito,PURITO Timeless Bloom Bakuchiol Serum (30ml),Serum,R1033.24,—,$25.00,R361.63,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/purito-timeless-bloom-bakuchiol-serum-30ml,The Skin Boutique Curates: PURITO Timeless Bloom Bakuchiol Serum (30ml) Skin-soothing Holy Grail serum! Authentically sourced and independently curated by The Skin Boutique — your trusted destination ,"Water, Glycerin, Dipropylene Glycol, Propanediol, Centella Asiatica Extract(34,685 ppm), Butylene Glycol, Niacinamide, 1,2-Hexanediol, Sodium Hyaluronate, Panthenol, Madecassoside, Asiaticoside, Madec"
83,Purito,PURITO Timeless Bloom Retinol Spot Cream (30ml),Cream,R1033.24,—,$25.00,R361.63,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/purito-timeless-bloom-retinol-spot-cream-30ml,"The Skin Boutique Curates: PURITO Timeless Bloom Retinol Spot Cream (30ml) Fortify, strengthen and soothe the skin barrier Authentically sourced and independently curated by The Skin Boutique — your t","Water, Propanediol, Glycerin, Caprylic/Capric Triglyceride, Hydrogenated Poly(C6-14 Olefin), Behenyl Alcohol, Limnanthes Alba (Meadowfoam) Seed Oil, Polyglyceryl-6 Stearate, 1,2-Hexanediol, Cetyl Alco"
84,Purito,PURITO Azelaic Acid 10 Kojic Tea Tree Serum (30ml),Serum,R991.91,—,$24.00,R347.17,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/purito-azelaic-acid-10-kojic-tea-tree-serum-30ml,"The Skin Boutique Curates: PURITO Azelaic Acid 10 Kojic Tea Tree Serum (30ml) A serum that works effectively on blemishes, helping to improve the skin for a clearer and more refined look Authentically","Aqua/Water, Azelaic Acid(10%), Melaleuca Alternifolia (Tea Tree) Leaf Water(10%), Butylene Glycol, Caprylic/Capric Triglyceride, Hydroxypropyl Cyclodextrin, Disodium Phosphate, 1,2-Hexanediol, Glyceri"
85,Purito,PURITO TXA 6 Niacinamide 10 Retinal Serum (30ml),Serum,R991.91,—,$24.00,R347.17,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/purito-txa-6-niacinamide-10-retinal-serum-30ml,"The Skin Boutique Curates: PURITO TXA 6 Niacinamide 10 Retinal Serum (30ml) A correcting, tone-evening serum with 6% tranexamic acid, 10% niacinamide, and retinal Authentically sourced and independent","Aqua/Water, Niacinamide(10%), Tranexamic Acid(6%), Glycerin, Caprylic/Capric Triglyceride, 1,2-Hexanediol, Methylpropanediol, Pentylene Glycol, PVP, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Buty"
86,numbuzin,numbuzin No.1 Pantothenic B5 Active Soothing Serum (50ml),Serum,R1115.90,—,$27.00,R390.56,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/numbuzin-no-1-pantothenic-b5-active-soothing-serum-50ml-1,"The Skin Boutique Curates: numbuzin No.1 Pantothenic B5 Active Soothing Serum (50ml) A lightweight, daily serum that instantly hydrates and controls excess oil. Authentically sourced and independently","Water, Glycerin (Check packaging for full details)"
87,Celimax,celimax The Real Noni Energy Repair Cream (50ml),Cream,R950.58,—,$23.00,R332.70,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/celimax-the-real-noni-energy-repair-cream-50ml,"The Skin Boutique Curates: celimax The Real Noni Energy Repair Cream (50ml) A moisturizer with 52 ingredients, including niacinamide, vitamin E, and hyaluronic acid. Authentically sourced and independ","Water, Glycerin (Check packaging for full details)"
88,numbuzin,numbuzin No.8 Glossy Essence Serum (50ml),Serum,R1033.24,—,$25.00,R361.63,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/numbuzin-no-8-glossy-essence-serum-50ml,The Skin Boutique Curates: numbuzin No.8 Glossy Essence Serum (50ml) A boosting serum that contains carefully selected oriental herbal ingredients for radiance and glow Authentically sourced and indep,"Water, Glycerin (Check packaging for full details)"
89,Purito,PURITO Wonder Releaf Centella Serum,Serum,R1033.24,—,$25.00,R361.63,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/purito-wonder-releaf-centella-serum-2,The Skin Boutique Curates: PURITO Wonder Releaf Centella Serum Skin-soothing Holy Grail serum! Authentically sourced and independently curated by The Skin Boutique — your trusted destination for premi,"Water, Glycerin, Dipropylene Glycol, Propanediol, Centella Asiatica Extract(34,685 ppm), Butylene Glycol, Niacinamide, 1,2-Hexanediol, Sodium Hyaluronate, Panthenol, Madecassoside, Asiaticoside, Madec"
90,ILLIYOON,ILLIYOON Ceramide Ato Concentrate Cream (230ml),Cream,R991.91,—,$24.00,R347.17,Tier C (Long-tail),65%,No local comp,https://kiyoko.com/products/illiyoon-ceramide-ato-concentrate-cream-230ml,The Skin Boutique Curates: ILLIYOON Ceramide Ato Concentrate Cream (230ml) A renewed 2025 version of the cult-favorite ceramide cream! Authentically sourced and independently curated by The Skin Bouti,"Water, Butylene Glycol, Glycerine, Dimethicone, Pentaerythrityl Tetraisostearate, Hydrogenated Poly(C6-14 Olefin),Stearic Acid, Behenyl Alcohol, Palmitic Acid, Cetyl Ethylhexanoate, 1,2-Hexanediol, Ar"
